Exposé 4,L'IA m'a permis de mieux structurer mes phrases.,J'ai eu du mal à comprendre certaines consignes.
Mémoire,Je me suis aidé de l'IA pour résumer un texte.,Pas totalement satisfait du rendu.
Mémoire - Math,L'IA m'a aidé à clarifier certains concepts.,Pas totalement satisfait du rendu.
Synthèse,L'IA m'a donné des exemples concrets.,Je pense que je peux faire mieux.
Compte rendu,L'IA m'a permis de mieux structurer mes phrases.,"Travail fait en retard, à améliorer."
Compte rendu,J'ai utilisé l'IA pour vérifier la grammaire.,Travail fait rapidement.
Analyse 8,L'IA m'a aidé à clarifier certains concepts.,Je pense que je peux faire mieux.
Dissertation,L'IA a généré un premier jet que j'ai retravaillé.,Pas totalement satisfait du rendu.
Analyse,J'ai utilisé l'IA pour reformuler mes idées.,J'ai passé beaucoup de temps dessus.
Mémoire - Info,J'ai utilisé l'IA pour vérifier la grammaire.,J'ai appris beaucoup en le faisant.
Exposé,L'IA m'a aidé à corriger mes fautes d'orthographe.,Travail fait rapidement.
Dissertation 4,L'IA a généré un premier jet que j'ai retravaillé.,"Travail fait en retard, à améliorer."
Présentation 1,L'IA m'a permis de mieux structurer mes phrases.,À discuter avec le professeur.
Analyse - Philo,L'IA m'a aidé à corriger mes fautes d'orthographe.,J'ai appris beaucoup en le faisant.
Présentation,J'ai utilisé l'IA pour reformuler mes idées.,Travail fait rapidement.
Présentation 33,Je me suis aidé de l'IA pour résumer un texte.,Travail fait rapidement.
Exposé 28,Je me suis aidé de l'IA pour résumer un texte.,"Premier essai, pas encore au point."
Analyse - Math,J'ai utilisé l'IA pour vérifier la grammaire.,Pas totalement satisfait du rendu.
Rapport de stage 34,L'IA a généré un premier jet que j'ai retravaillé.,J'ai appris beaucoup en le faisant.
Rendu du 22 June 2023,J'ai demandé à l'IA de générer un plan.,J'ai eu du mal à comprendre certaines consignes.
Compte rendu,L'IA m'a donné des exemples concrets.,Pas totalement satisfait du rendu.
Rapport de stage - Info,L'IA m'a permis de mieux structurer mes phrases.,J'ai appris beaucoup en le faisant.
Rapport de stage 48,L'IA a généré un premier jet que j'ai retravaillé.,J'ai eu du mal à comprendre certaines consignes.
Présentation 22,L'IA m'a aidé à clarifier certains concepts.,J'ai appris beaucoup en le faisant.
Présentation,J'ai utilisé l'IA pour vérifier la grammaire.,J'ai eu du mal à comprendre certaines consignes.
Compte rendu 37,Je me suis aidé de l'IA pour résumer un texte.,J'ai eu du mal à comprendre certaines consignes.
Dissertation 40,J'ai demandé à l'IA de générer un plan.,"Travail fait en retard, à améliorer."
Présentation,L'IA m'a aidé à clarifier certains concepts.,À revoir pour la prochaine fois.
Mémoire - Philo,J'ai demandé à l'IA de générer un plan.,"Premier essai, pas encore au point."
Présentation 31,Je me suis aidé de l'IA pour résumer un texte.,"Travail fait en retard, à améliorer."
Dissertation - Math,J'ai utilisé l'IA pour reformuler mes idées.,J'ai appris beaucoup en le faisant.
Synthèse - Physique,J'ai demandé à l'IA de générer un plan.,Travail fait rapidement.
Projet - Info,J'ai demandé à l'IA de générer un plan.,J'ai passé beaucoup de temps dessus.
Projet 21,J'ai utilisé l'IA pour vérifier la grammaire.,"Premier essai, pas encore au point."
Dissertation - Eco,L'IA m'a aidé à corriger mes fautes d'orthographe.,J'ai passé beaucoup de temps dessus.
Rapport de stage,L'IA m'a permis de mieux structurer mes phrases.,Pas totalement satisfait du rendu.
Dissertation,L'IA m'a aidé à clarifier certains concepts.,J'ai passé beaucoup de temps dessus.
Rapport de stage,Je me suis aidé de l'IA pour résumer un texte.,Je pense que je peux faire mieux.
Présentation 32,Je me suis aidé de l'IA pour résumer un texte.,Je pense que je peux faire mieux.
Projet - Eco,L'IA m'a aidé à corriger mes fautes d'orthographe.,"Premier essai, pas encore au point."
Exposé,L'IA m'a donné des exemples concrets.,À revoir pour la prochaine fois.
Dissertation,L'IA a généré un premier jet que j'ai retravaillé.,À discuter avec le professeur.
Projet - Eco,L'IA m'a aidé à clarifier certains concepts.,J'ai appris beaucoup en le faisant.
Projet,L'IA a généré un premier jet que j'ai retravaillé.,À discuter avec le professeur.
Synthèse,L'IA m'a permis de mieux structurer mes phrases.,"Travail fait en retard, à améliorer."
Synthèse - Eco,L'IA m'a permis de mieux structurer mes phrases.,À revoir pour la prochaine fois.
Rendu du 13 October 2023,Je me suis aidé de l'IA pour résumer un texte.,J'ai passé beaucoup de temps dessus.
Rapport de stage,J'ai utilisé l'IA pour reformuler mes idées.,J'ai eu du mal à comprendre certaines consignes.
Rapport de stage - Physique,L'IA m'a donné des exemples concrets.,Je pense que je peux faire mieux.
Rapport de stage 26,J'ai demandé à l'IA de générer un plan.,"Travail fait en retard, à améliorer."
Synthèse 21,J'ai demandé à l'IA de générer un plan.,Pas totalement satisfait du rendu.
Exposé,L'IA a généré un premier jet que j'ai retravaillé.,À discuter avec le professeur.
Compte rendu,J'ai demandé à l'IA des synonymes pour enrichir mon vocabulaire.,J'ai appris beaucoup en le faisant.
Exposé - Info,J'ai demandé à l'IA de générer un plan.,Pas totalement satisfait du rendu.
Compte rendu - Eco,Je me suis aidé de l'IA pour résumer un texte.,J'ai passé beaucoup de temps dessus.
Dissertation - Math,J'ai utilisé l'IA pour reformuler mes idées.,Pas totalement satisfait du rendu.
Analyse,L'IA a généré un premier jet que j'ai retravaillé.,À revoir pour la prochaine fois.
Rapport de stage,Je me suis aidé de l'IA pour résumer un texte.,J'ai passé beaucoup de temps dessus.
Analyse,L'IA m'a aidé à clarifier certains concepts.,J'ai passé beaucoup de temps dessus.
Compte rendu 17,J'ai demandé à l'IA de générer un plan.,Pas totalement satisfait du rendu.
Rendu du 26 February 2025,J'ai demandé à l'IA des synonymes pour enrichir mon vocabulaire.,J'ai appris beaucoup en le faisant.
Exposé - Philo,L'IA m'a aidé à clarifier certains concepts.,À discuter avec le professeur.
Synthèse,L'IA m'a donné des exemples concrets.,À revoir pour la prochaine fois.
Analyse 43,Je me suis aidé de l'IA pour résumer un texte.,"Premier essai, pas encore au point."
Analyse - Info,J'ai utilisé l'IA pour reformuler mes idées.,Pas totalement satisfait du rendu.
Rendu du 11 April 2025,L'IA m'a aidé à corriger mes fautes d'orthographe.,Je pense que je peux faire mieux.
Présentation,J'ai utilisé l'IA pour vérifier la grammaire.,J'ai passé beaucoup de temps dessus.
Présentation 13,J'ai demandé à l'IA des synonymes pour enrichir mon vocabulaire.,À discuter avec le professeur.
Synthèse,J'ai utilisé l'IA pour vérifier la grammaire.,"Premier essai, pas encore au point."
Présentation,L'IA m'a donné des exemples concrets.,"Travail fait en retard, à améliorer."
Exposé - Math,J'ai demandé à l'IA des synonymes pour enrichir mon vocabulaire.,J'ai appris beaucoup en le faisant.
Présentation - Math,J'ai utilisé l'IA pour reformuler mes idées.,J'ai passé beaucoup de temps dessus.
Projet,L'IA m'a aidé à clarifier certains concepts.,"Travail fait en retard, à améliorer."
Dissertation - Info,L'IA m'a permis de mieux structurer mes phrases.,"Premier essai, pas encore au point."
Rapport de stage - Philo,L'IA a généré un premier jet que j'ai retravaillé.,J'ai passé beaucoup de temps dessus.
Dissertation 23,J'ai demandé à l'IA des synonymes pour enrichir mon vocabulaire.,J'ai appris beaucoup en le faisant.
Rendu du 25 October 2023,Je me suis aidé de l'IA pour résumer un texte.,À revoir pour la prochaine fois.
Exposé - Eco,L'IA a généré un premier jet que j'ai retravaillé.,Travail fait rapidement.
Projet,L'IA m'a aidé à corriger mes fautes d'orthographe.,À revoir pour la prochaine fois.
Projet,L'IA m'a aidé à corriger mes fautes d'orthographe.,À revoir pour la prochaine fois.
Projet,J'ai demandé à l'IA de générer un plan.,J'ai appris beaucoup en le faisant.
Rapport de stage - Info,J'ai demandé à l'IA de générer un plan.,J'ai eu du mal à comprendre certaines consignes.
Projet 5,L'IA m'a aidé à clarifier certains concepts.,J'ai appris beaucoup en le faisant.
Exposé 27,L'IA a généré un premier jet que j'ai retravaillé.,J'ai eu du mal à comprendre certaines consignes.
Dissertation,L'IA a généré un premier jet que j'ai retravaillé.,J'ai passé beaucoup de temps dessus.
Dissertation - Info,J'ai utilisé l'IA pour reformuler mes idées.,Je pense que je peux faire mieux.
Exposé 38,L'IA a généré un premier jet que j'ai retravaillé.,À revoir pour la prochaine fois.
Synthèse 18,L'IA m'a permis de mieux structurer mes phrases.,Pas totalement satisfait du rendu.
Synthèse - Math,J'ai utilisé l'IA pour reformuler mes idées.,Je pense que je peux faire mieux.
Synthèse 23,L'IA a généré un premier jet que j'ai retravaillé.,J'ai passé beaucoup de temps dessus.
Rapport de stage 12,L'IA a généré un premier jet que j'ai retravaillé.,J'ai eu du mal à comprendre certaines consignes.
Analyse 10,L'IA a généré un premier jet que j'ai retravaillé.,"Premier essai, pas encore au point."
Projet - Info,L'IA m'a permis de mieux structurer mes phrases.,À discuter avec le professeur.
Compte rendu - Math,J'ai demandé à l'IA des synonymes pour enrichir mon vocabulaire.,"Premier essai, pas encore au point."
Exposé - Philo,L'IA m'a aidé à corriger mes fautes d'orthographe.,J'ai eu du mal à comprendre certaines consignes.
Dissertation,J'ai demandé à l'IA des synonymes pour enrichir mon vocabulaire.,J'ai passé beaucoup de temps dessus.
Mémoire 8,J'ai demandé à l'IA des synonymes pour enrichir mon vocabulaire.,Je pense que je peux faire mieux.
Rapport de stage,J'ai demandé à l'IA de générer un plan.,À discuter avec le professeur.
Présentation,J'ai demandé à l'IA de générer un plan.,"Travail fait en retard, à améliorer."
Projet 2,L'IA m'a permis de mieux structurer mes phrases.,"Premier essai, pas encore au point."
Analyse - Eco,J'ai demandé à l'IA de générer un plan.,Pas totalement satisfait du rendu.
Exposé - Info,J'ai demandé à l'IA des synonymes pour enrichir mon vocabulaire.,Je pense que je peux faire mieux.
Mémoire,J'ai demandé à l'IA des synonymes pour enrichir mon vocabulaire.,J'ai passé beaucoup de temps dessus.
Rapport de stage - Physique,J'ai utilisé l'IA pour reformuler mes idées.,À revoir pour la prochaine fois.
Dissertation 49,L'IA m'a aidé à corriger mes fautes d'orthographe.,À discuter avec le professeur.
Rapport de stage,L'IA m'a donné des exemples concrets.,Je pense que je peux faire mieux.
Analyse,L'IA m'a aidé à corriger mes fautes d'orthographe.,J'ai passé beaucoup de temps dessus.
Rapport de stage,J'ai demandé à l'IA des synonymes pour enrichir mon vocabulaire.,Je pense que je peux faire mieux.
Synthèse 22,L'IA m'a aidé à corriger mes fautes d'orthographe.,"Premier essai, pas encore au point."
Rendu du 20 December 2024,Je me suis aidé de l'IA pour résumer un texte.,"Premier essai, pas encore au point."
Analyse 29,Je me suis aidé de l'IA pour résumer un texte.,J'ai appris beaucoup en le faisant.
Rapport de stage,Je me suis aidé de l'IA pour résumer un texte.,Je pense que je peux faire mieux.
Exposé - Philo,L'IA m'a donné des exemples concrets.,Travail fait rapidement.
Compte rendu 39,Je me suis aidé de l'IA pour résumer un texte.,"Premier essai, pas encore au point."
Exposé - Physique,J'ai demandé à l'IA de générer un plan.,Pas totalement satisfait du rendu.
Présentation 40,Je me suis aidé de l'IA pour résumer un texte.,"Premier essai, pas encore au point."
Exposé,J'ai demandé à l'IA de générer un plan.,"Premier essai, pas encore au point."
Synthèse - Math,J'ai demandé à l'IA des synonymes pour enrichir mon vocabulaire.,À revoir pour la prochaine fois.
Présentation - Info,L'IA m'a aidé à corriger mes fautes d'orthographe.,"Travail fait en retard, à améliorer."
Présentation,J'ai demandé à l'IA des synonymes pour enrichir mon vocabulaire.,À revoir pour la prochaine fois.
Mémoire 7,L'IA m'a aidé à clarifier certains concepts.,"Travail fait en retard, à améliorer."
Présentation 50,Je me suis aidé de l'IA pour résumer un texte.,J'ai passé beaucoup de temps dessus.
Rapport de stage 50,L'IA m'a aidé à clarifier certains concepts.,J'ai passé beaucoup de temps dessus.
Rapport de stage - Eco,J'ai utilisé l'IA pour vérifier la grammaire.,"Travail fait en retard, à améliorer."
Présentation 30,J'ai demandé à l'IA des synonymes pour enrichir mon vocabulaire.,J'ai eu du mal à comprendre certaines consignes.
Exposé - Physique,L'IA m'a aidé à corriger mes fautes d'orthographe.,Je pense que je peux faire mieux.
Synthèse 18,L'IA m'a aidé à clarifier certains concepts.,À revoir pour la prochaine fois.
Dissertation,J'ai utilisé l'IA pour reformuler mes idées.,J'ai passé beaucoup de temps dessus.
Rendu du 14 April 2025,L'IA m'a donné des exemples concrets.,À revoir pour la prochaine fois.
Compte rendu 4,J'ai utilisé l'IA pour reformuler mes idées.,"Travail fait en retard, à améliorer."
Compte rendu,Je me suis aidé de l'IA pour résumer un texte.,Pas totalement satisfait du rendu.
Dissertation,L'IA m'a aidé à clarifier certains concepts.,"Travail fait en retard, à améliorer."
Mémoire,L'IA m'a permis de mieux structurer mes phrases.,J'ai eu du mal à comprendre certaines consignes.
Synthèse,J'ai utilisé l'IA pour reformuler mes idées.,J'ai appris beaucoup en le faisant.
Projet 29,J'ai demandé à l'IA des synonymes pour enrichir mon vocabulaire.,J'ai eu du mal à comprendre certaines consignes.
Analyse - Math,L'IA m'a aidé à corriger mes fautes d'orthographe.,Travail fait rapidement.
Synthèse,L'IA m'a aidé à clarifier certains concepts.,"Travail fait en retard, à améliorer."
Compte rendu,L'IA m'a aidé à corriger mes fautes d'orthographe.,J'ai passé beaucoup de temps dessus.
Présentation 35,L'IA m'a donné des exemples concrets.,À discuter avec le professeur.
Mémoire,Je me suis aidé de l'IA pour résumer un texte.,J'ai eu du mal à comprendre certaines consignes.
Synthèse - Philo,J'ai demandé à l'IA des synonymes pour enrichir mon vocabulaire.,Travail fait rapidement.
Exposé 6,L'IA m'a permis de mieux structurer mes phrases.,Travail fait rapidement.
Synthèse - Philo,J'ai utilisé l'IA pour vérifier la grammaire.,À discuter avec le professeur.
Projet,L'IA m'a permis de mieux structurer mes phrases.,"Travail fait en retard, à améliorer."
Présentation - Eco,J'ai utilisé l'IA pour reformuler mes idées.,À discuter avec le professeur.
Présentation - Philo,J'ai utilisé l'IA pour vérifier la grammaire.,À discuter avec le professeur.
Exposé,L'IA m'a aidé à clarifier certains concepts.,"Premier essai, pas encore au point."
Exposé - Philo,L'IA m'a permis de mieux structurer mes phrases.,Pas totalement satisfait du rendu.
Dissertation 10,L'IA m'a donné des exemples concrets.,"Travail fait en retard, à améliorer."
Compte rendu 46,J'ai demandé à l'IA des synonymes pour enrichir mon vocabulaire.,J'ai appris beaucoup en le faisant.
Compte rendu - Info,L'IA a généré un premier jet que j'ai retravaillé.,Je pense que je peux faire mieux.
Synthèse 20,J'ai utilisé l'IA pour vérifier la grammaire.,"Travail fait en retard, à améliorer."
